subject_id,activity_name,category,split,source_image,source_label,destination_image,destination_label,link_method
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100062.png,Subject.1/Fall backwards/cas100062.txt,images/train/S1_fall_backwards_cas100062.png,labels/train/S1_fall_backwards_cas100062.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100063.png,Subject.1/Fall backwards/cas100063.txt,images/train/S1_fall_backwards_cas100063.png,labels/train/S1_fall_backwards_cas100063.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100064.png,Subject.1/Fall backwards/cas100064.txt,images/train/S1_fall_backwards_cas100064.png,labels/train/S1_fall_backwards_cas100064.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100065.png,Subject.1/Fall backwards/cas100065.txt,images/train/S1_fall_backwards_cas100065.png,labels/train/S1_fall_backwards_cas100065.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100066.png,Subject.1/Fall backwards/cas100066.txt,images/train/S1_fall_backwards_cas100066.png,labels/train/S1_fall_backwards_cas100066.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100067.png,Subject.1/Fall backwards/cas100067.txt,images/train/S1_fall_backwards_cas100067.png,labels/train/S1_fall_backwards_cas100067.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100068.png,Subject.1/Fall backwards/cas100068.txt,images/train/S1_fall_backwards_cas100068.png,labels/train/S1_fall_backwards_cas100068.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100069.png,Subject.1/Fall backwards/cas100069.txt,images/train/S1_fall_backwards_cas100069.png,labels/train/S1_fall_backwards_cas100069.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100070.png,Subject.1/Fall backwards/cas100070.txt,images/train/S1_fall_backwards_cas100070.png,labels/train/S1_fall_backwards_cas100070.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100071.png,Subject.1/Fall backwards/cas100071.txt,images/train/S1_fall_backwards_cas100071.png,labels/train/S1_fall_backwards_cas100071.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100072.png,Subject.1/Fall backwards/cas100072.txt,images/train/S1_fall_backwards_cas100072.png,labels/train/S1_fall_backwards_cas100072.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100073.png,Subject.1/Fall backwards/cas100073.txt,images/train/S1_fall_backwards_cas100073.png,labels/train/S1_fall_backwards_cas100073.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100074.png,Subject.1/Fall backwards/cas100074.txt,images/train/S1_fall_backwards_cas100074.png,labels/train/S1_fall_backwards_cas100074.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100075.png,Subject.1/Fall backwards/cas100075.txt,images/train/S1_fall_backwards_cas100075.png,labels/train/S1_fall_backwards_cas100075.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100076.png,Subject.1/Fall backwards/cas100076.txt,images/train/S1_fall_backwards_cas100076.png,labels/train/S1_fall_backwards_cas100076.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100077.png,Subject.1/Fall backwards/cas100077.txt,images/train/S1_fall_backwards_cas100077.png,labels/train/S1_fall_backwards_cas100077.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100078.png,Subject.1/Fall backwards/cas100078.txt,images/train/S1_fall_backwards_cas100078.png,labels/train/S1_fall_backwards_cas100078.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100079.png,Subject.1/Fall backwards/cas100079.txt,images/train/S1_fall_backwards_cas100079.png,labels/train/S1_fall_backwards_cas100079.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100080.png,Subject.1/Fall backwards/cas100080.txt,images/train/S1_fall_backwards_cas100080.png,labels/train/S1_fall_backwards_cas100080.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100081.png,Subject.1/Fall backwards/cas100081.txt,images/train/S1_fall_backwards_cas100081.png,labels/train/S1_fall_backwards_cas100081.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100082.png,Subject.1/Fall backwards/cas100082.txt,images/train/S1_fall_backwards_cas100082.png,labels/train/S1_fall_backwards_cas100082.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100083.png,Subject.1/Fall backwards/cas100083.txt,images/train/S1_fall_backwards_cas100083.png,labels/train/S1_fall_backwards_cas100083.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100084.png,Subject.1/Fall backwards/cas100084.txt,images/train/S1_fall_backwards_cas100084.png,labels/train/S1_fall_backwards_cas100084.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100085.png,Subject.1/Fall backwards/cas100085.txt,images/train/S1_fall_backwards_cas100085.png,labels/train/S1_fall_backwards_cas100085.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100086.png,Subject.1/Fall backwards/cas100086.txt,images/train/S1_fall_backwards_cas100086.png,labels/train/S1_fall_backwards_cas100086.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100087.png,Subject.1/Fall backwards/cas100087.txt,images/train/S1_fall_backwards_cas100087.png,labels/train/S1_fall_backwards_cas100087.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100088.png,Subject.1/Fall backwards/cas100088.txt,images/train/S1_fall_backwards_cas100088.png,labels/train/S1_fall_backwards_cas100088.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100089.png,Subject.1/Fall backwards/cas100089.txt,images/train/S1_fall_backwards_cas100089.png,labels/train/S1_fall_backwards_cas100089.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100090.png,Subject.1/Fall backwards/cas100090.txt,images/train/S1_fall_backwards_cas100090.png,labels/train/S1_fall_backwards_cas100090.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100091.png,Subject.1/Fall backwards/cas100091.txt,images/train/S1_fall_backwards_cas100091.png,labels/train/S1_fall_backwards_cas100091.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100092.png,Subject.1/Fall backwards/cas100092.txt,images/train/S1_fall_backwards_cas100092.png,labels/train/S1_fall_backwards_cas100092.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100093.png,Subject.1/Fall backwards/cas100093.txt,images/train/S1_fall_backwards_cas100093.png,labels/train/S1_fall_backwards_cas100093.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100094.png,Subject.1/Fall backwards/cas100094.txt,images/train/S1_fall_backwards_cas100094.png,labels/train/S1_fall_backwards_cas100094.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100095.png,Subject.1/Fall backwards/cas100095.txt,images/train/S1_fall_backwards_cas100095.png,labels/train/S1_fall_backwards_cas100095.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100096.png,Subject.1/Fall backwards/cas100096.txt,images/train/S1_fall_backwards_cas100096.png,labels/train/S1_fall_backwards_cas100096.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100097.png,Subject.1/Fall backwards/cas100097.txt,images/train/S1_fall_backwards_cas100097.png,labels/train/S1_fall_backwards_cas100097.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100098.png,Subject.1/Fall backwards/cas100098.txt,images/train/S1_fall_backwards_cas100098.png,labels/train/S1_fall_backwards_cas100098.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100099.png,Subject.1/Fall backwards/cas100099.txt,images/train/S1_fall_backwards_cas100099.png,labels/train/S1_fall_backwards_cas100099.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100100.png,Subject.1/Fall backwards/cas100100.txt,images/train/S1_fall_backwards_cas100100.png,labels/train/S1_fall_backwards_cas100100.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100101.png,Subject.1/Fall backwards/cas100101.txt,images/train/S1_fall_backwards_cas100101.png,labels/train/S1_fall_backwards_cas100101.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100102.png,Subject.1/Fall backwards/cas100102.txt,images/train/S1_fall_backwards_cas100102.png,labels/train/S1_fall_backwards_cas100102.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100103.png,Subject.1/Fall backwards/cas100103.txt,images/train/S1_fall_backwards_cas100103.png,labels/train/S1_fall_backwards_cas100103.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100104.png,Subject.1/Fall backwards/cas100104.txt,images/train/S1_fall_backwards_cas100104.png,labels/train/S1_fall_backwards_cas100104.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100105.png,Subject.1/Fall backwards/cas100105.txt,images/train/S1_fall_backwards_cas100105.png,labels/train/S1_fall_backwards_cas100105.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100106.png,Subject.1/Fall backwards/cas100106.txt,images/train/S1_fall_backwards_cas100106.png,labels/train/S1_fall_backwards_cas100106.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100107.png,Subject.1/Fall backwards/cas100107.txt,images/train/S1_fall_backwards_cas100107.png,labels/train/S1_fall_backwards_cas100107.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100108.png,Subject.1/Fall backwards/cas100108.txt,images/train/S1_fall_backwards_cas100108.png,labels/train/S1_fall_backwards_cas100108.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100109.png,Subject.1/Fall backwards/cas100109.txt,images/train/S1_fall_backwards_cas100109.png,labels/train/S1_fall_backwards_cas100109.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100110.png,Subject.1/Fall backwards/cas100110.txt,images/train/S1_fall_backwards_cas100110.png,labels/train/S1_fall_backwards_cas100110.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100111.png,Subject.1/Fall backwards/cas100111.txt,images/train/S1_fall_backwards_cas100111.png,labels/train/S1_fall_backwards_cas100111.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100112.png,Subject.1/Fall backwards/cas100112.txt,images/train/S1_fall_backwards_cas100112.png,labels/train/S1_fall_backwards_cas100112.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100113.png,Subject.1/Fall backwards/cas100113.txt,images/train/S1_fall_backwards_cas100113.png,labels/train/S1_fall_backwards_cas100113.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100114.png,Subject.1/Fall backwards/cas100114.txt,images/train/S1_fall_backwards_cas100114.png,labels/train/S1_fall_backwards_cas100114.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100115.png,Subject.1/Fall backwards/cas100115.txt,images/train/S1_fall_backwards_cas100115.png,labels/train/S1_fall_backwards_cas100115.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100116.png,Subject.1/Fall backwards/cas100116.txt,images/train/S1_fall_backwards_cas100116.png,labels/train/S1_fall_backwards_cas100116.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100117.png,Subject.1/Fall backwards/cas100117.txt,images/train/S1_fall_backwards_cas100117.png,labels/train/S1_fall_backwards_cas100117.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100118.png,Subject.1/Fall backwards/cas100118.txt,images/train/S1_fall_backwards_cas100118.png,labels/train/S1_fall_backwards_cas100118.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100119.png,Subject.1/Fall backwards/cas100119.txt,images/train/S1_fall_backwards_cas100119.png,labels/train/S1_fall_backwards_cas100119.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100120.png,Subject.1/Fall backwards/cas100120.txt,images/train/S1_fall_backwards_cas100120.png,labels/train/S1_fall_backwards_cas100120.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100121.png,Subject.1/Fall backwards/cas100121.txt,images/train/S1_fall_backwards_cas100121.png,labels/train/S1_fall_backwards_cas100121.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100122.png,Subject.1/Fall backwards/cas100122.txt,images/train/S1_fall_backwards_cas100122.png,labels/train/S1_fall_backwards_cas100122.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100123.png,Subject.1/Fall backwards/cas100123.txt,images/train/S1_fall_backwards_cas100123.png,labels/train/S1_fall_backwards_cas100123.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100124.png,Subject.1/Fall backwards/cas100124.txt,images/train/S1_fall_backwards_cas100124.png,labels/train/S1_fall_backwards_cas100124.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100125.png,Subject.1/Fall backwards/cas100125.txt,images/train/S1_fall_backwards_cas100125.png,labels/train/S1_fall_backwards_cas100125.txt,hardlink
1,Fall backwards,fall,train,Subject.1/Fall backwards/cas100126.png,Subject.1/Fall backwards/cas100126.txt,images/train/S1_fall_backwards_cas100126.png,labels/train/S1_fall_backwards_cas100126.txt,hardlink
1,Fall forward,fall,train,Subject.1/Fall forward/cfs1-00001.png,Subject.1/Fall forward/cfs1-00001.txt,images/train/S1_fall_forward_cfs1-00001.png,labels/train/S1_fall_forward_cfs1-00001.txt,hardlink
1,Fall forward,fall,train,Subject.1/Fall forward/cfs1-00002.png,Subject.1/Fall forward/cfs1-00002.txt,images/train/S1_fall_forward_cfs1-00002.png,labels/train/S1_fall_forward_cfs1-00002.txt,hardlink
1,Fall forward,fall,train,Subject.1/Fall forward/cfs1-00003.png,Subject.1/Fall forward/cfs1-00003.txt,images/train/S1_fall_forward_cfs1-00003.png,labels/train/S1_fall_forward_cfs1-00003.txt,hardlink
1,Fall forward,fall,train,Subject.1/Fall forward/cfs1-00004.png,Subject.1/Fall forward/cfs1-00004.txt,images/train/S1_fall_forward_cfs1-00004.png,labels/train/S1_fall_forward_cfs1-00004.txt,hardlink
1,Fall forward,fall,train,Subject.1/Fall forward/cfs1-00005.png,Subject.1/Fall forward/cfs1-00005.txt,images/train/S1_fall_forward_cfs1-00005.png,labels/train/S1_fall_forward_cfs1-00005.txt,hardlink
1,Fall forward,fall,train,Subject.1/Fall forward/cfs1-00006.png,Subject.1/Fall forward/cfs1-00006.txt,images/train/S1_fall_forward_cfs1-00006.png,labels/train/S1_fall_forward_cfs1-00006.txt,hardlink
1,Fall forward,fall,train,Subject.1/Fall forward/cfs1-00007.png,Subject.1/Fall forward/cfs1-00007.txt,images/train/S1_fall_forward_cfs1-00007.png,labels/train/S1_fall_forward_cfs1-00007.txt,hardlink
